"No.","Time","Source","Destination","Protocol","Length","Info"
"192","25.763782000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"193","25.764830000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"194","25.771131000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"195","25.772266000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"196","26.503786000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"197","27.388307000","192.168.1.109","91.189.89.199","NTP","90","NTP Version 4, client"
"198","27.499630000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"199","28.632931000","192.168.1.109","224.0.0.251","MDNS","87","Standard query 0x0000  PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question"
"200","28.633126000","fe80::de85:deff:fe72:182b","ff02::fb","MDNS","107","Standard query 0x0000  PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question"
"201","28.641080000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"202","28.642237000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"203","28.643760000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"204","28.644901000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"205","28.657180000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"206","29.499793000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"207","30.500451000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"208","30.764187000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"209","30.765232000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"210","30.766838000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"211","30.767885000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"212","32.400596000","Azurewav_72:18:2b","Cisco-Li_65:d1:20","ARP","42","Who has 192.168.1.1?  Tell 192.168.1.109"
"213","32.401729000","Cisco-Li_65:d1:20","Azurewav_72:18:2b","ARP","42","192.168.1.1 is at 48:f8:b3:65:d1:20"
"214","33.988296000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"215","34.091757000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"216","34.195846000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"217","34.299830000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"218","34.404205000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"219","34.508403000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"220","34.612731000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"221","34.656913000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"222","34.716267000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"223","35.143825000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"224","35.146673000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"225","35.500522000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"226","35.763899000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"227","35.765030000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"228","35.768054000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"229","35.769100000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"230","36.144432000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"231","36.147456000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"232","36.500051000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"233","37.145571000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"234","37.157300000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"235","38.146644000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"236","38.149303000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"237","40.764579000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"238","40.765889000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"239","40.767396000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"240","40.768936000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"241","45.764533000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"242","45.765578000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"243","45.768273000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"244","45.769709000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"245","46.778761000","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"246","46.780451000","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"247","49.527737000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"248","49.529110000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"249","49.531277000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"250","49.532254000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"251","49.534927000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"252","49.536140000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"253","49.546519000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"254","49.547509000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"255","49.548616000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"256","49.549616000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"257","49.550804000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"258","49.552045000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"259","49.553678000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"260","49.556032000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"261","50.528036000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"262","50.529428000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"263","50.530563000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"264","50.532370000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"265","50.534931000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"266","50.536436000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"267","50.538782000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"268","50.539792000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"269","50.541349000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"270","50.542738000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"271","50.543977000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"272","50.545198000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"273","50.552243000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"274","50.554534000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"275","50.765490000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"276","50.776574000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"277","50.781779000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"278","50.782871000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"279","51.536349000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"280","51.542384000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"281","52.529250000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"282","52.531160000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"283","52.532853000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"284","52.533845000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"285","52.535576000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"286","52.537107000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"287","52.538369000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"288","52.539606000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"289","52.540721000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"290","52.542357000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"291","52.543399000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"292","52.545733000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"293","52.552670000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"294","53.988521000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"295","54.091960000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"296","54.196081000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"297","54.299962000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"298","54.404445000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"299","54.490552000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"300","54.508800000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"301","54.612795000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"302","54.716546000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"303","55.000336000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"304","55.763750000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"305","55.764916000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"306","55.766016000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"307","55.767121000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"308","55.999644000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"309","56.989440000","192.168.1.1","224.0.0.1","IGMPv2","42","Membership Query, general"
"310","57.492816000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"311","57.999508000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"312","58.179336000","192.168.1.100","192.168.1.109","TCP","60","52862 > 43309 [FIN, ACK] Seq=911 Ack=152 Win=65536 Len=0"
"313","58.179405000","192.168.1.109","192.168.1.100","TCP","54","43309 > 52862 [ACK] Seq=152 Ack=912 Win=33536 Len=0"
"314","58.179594000","192.168.1.100","192.168.1.109","TCP","60","52678 > 40453 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"315","58.179643000","192.168.1.109","192.168.1.100","TCP","54","40453 > 52678 [RST] Seq=1 Win=0 Len=0"
"316","58.179687000","192.168.1.100","192.168.1.109","TCP","60","52550 > 33633 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"317","58.179712000","192.168.1.109","192.168.1.100","TCP","54","33633 > 52550 [RST] Seq=1 Win=0 Len=0"
"318","59.000343000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"319","59.001540000","192.168.1.100","239.255.255.250","IGMPv2","60","Membership Report group 239.255.255.250"
"320","59.638379000","192.168.1.109","91.189.89.199","NTP","90","NTP Version 4, client"
"321","59.758713000","91.189.89.199","192.168.1.109","NTP","90","NTP Version 4, server"
"322","60.764011000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"323","60.765681000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"324","60.766849000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"325","60.767913000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"326","60.999708000","192.168.1.100","224.0.0.251","IGMPv2","60","Membership Report group 224.0.0.251"
"327","61.999528000","192.168.1.100","239.192.0.0","IGMPv2","60","Membership Report group 239.192.0.0"
"328","62.998411000","AsustekC_bc:42:24","Azurewav_72:18:2b","ARP","60","Who has 192.168.1.109?  Tell 192.168.1.100"
"329","62.998452000","Azurewav_72:18:2b","AsustekC_bc:42:24","ARP","42","192.168.1.109 is at dc:85:de:72:18:2b"
"330","63.105874000","Cisco-Li_65:d1:20","Broadcast","ARP","42","Who has 192.168.1.134?  Tell 192.168.1.1"
"331","63.492937000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"332","63.498932000","192.168.1.100","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"333","63.999300000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"334","64.764270000","Cisco-Li_65:d1:20","Azurewav_72:18:2b","ARP","42","Who has 192.168.1.109?  Tell 192.168.1.1"
"335","64.764309000","Azurewav_72:18:2b","Cisco-Li_65:d1:20","ARP","42","192.168.1.109 is at dc:85:de:72:18:2b"
"336","65.004730000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"337","65.763517000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"338","65.765017000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"339","65.773031000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"340","65.774135000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"341","65.999565000","192.168.1.100","224.0.0.253","IGMPv2","60","Membership Report group 224.0.0.253"
"342","70.762332000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"343","70.763377000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"344","70.764493000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"345","70.766169000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"346","71.360575000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"347","71.362937000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"348","73.855748000","fe80::4af8:b3ff:fe65:d120","ff02::1","ICMPv6","86","Router Advertisement from 48:f8:b3:65:d1:20"
"349","73.986903000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"350","74.090539000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"351","74.194095000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"352","74.298179000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"353","74.402592000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"354","74.506485000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"355","74.610884000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"356","74.716987000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"357","75.761725000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"358","75.762810000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"359","75.764236000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"360","75.765348000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"361","76.779676000","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"362","76.784138000","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"363","79.167285000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"364","79.169639000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"365","79.672877000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"366","80.496510000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"367","80.762007000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"368","80.763332000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"369","80.779262000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"370","80.780636000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"371","81.496510000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"372","82.672872000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"373","83.496959000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"374","84.496571000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"375","85.759876000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"376","85.760973000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"377","85.763972000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"378","85.765139000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"379","88.673094000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"380","89.495932000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"381","90.498431000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"382","90.760050000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"383","90.761147000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"384","90.771316000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"385","90.772480000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"386","94.089956000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"387","94.100501000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"388","94.192578000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"389","94.392002000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"390","94.401019000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"391","94.504776000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"392","94.703833000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"393","94.734580000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"394","100.759083000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"395","100.760191000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"396","100.790359000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"397","100.791555000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"398","103.405552000","192.168.1.100","192.168.1.255","BROWSER","243","Host Announcement CONNOR-PC, Workstation, Server, SQL Server, NT Workstation, Potential Browser"
"399","103.436560000","192.168.1.135","192.168.1.255","BROWSER","243","Host Announcement CONNOR-PC, Workstation, Server, SQL Server, NT Workstation, Potential Browser"
"400","105.760335000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"401","105.761511000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"402","105.765233000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"403","105.766408000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"404","106.780923000","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"405","106.798949000","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"406","109.523912000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"407","109.527897000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"408","109.530527000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"409","109.531624000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"410","109.534091000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"411","109.536437000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"412","109.537868000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"413","109.548030000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"414","109.549480000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"415","109.550795000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"416","109.553060000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"417","109.554307000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"418","109.555270000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"419","109.556399000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"420","110.526059000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"421","110.527295000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"422","110.528551000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"423","110.530745000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"424","110.531808000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"425","110.532891000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"426","110.535097000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"427","110.536565000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"428","110.537753000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"429","110.541163000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"430","110.543008000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"431","110.545323000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"432","110.758306000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"433","110.759601000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"434","110.762792000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"435","110.764016000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"436","111.528458000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"437","111.531905000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"438","112.525354000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"439","112.526764000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"440","112.529539000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"441","112.532184000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"442","112.534839000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"443","112.536068000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"444","112.537109000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"445","112.538445000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"446","112.539719000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"447","112.540934000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"448","112.542220000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"449","112.545275000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"450","112.547704000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
